bjd,selfrv,selfrv_err,maskrv,maskrv_err,fwhm,fwhm_err,flux_asym,flux_asym_err,bis,bis_err
2460678.57643038,0.0015824349185605568,0.0027300015620374653,1.57306062421138,0.00163971757054921,3.20374729907863,0.00327943514109841,-0.0019229760686906,0.00110037191969301,-0.00266837216060956,0.00327943514109841
2460936.78879914,-0.010418840099108947,0.002792164413644328,1.55453587600527,0.00146775167115017,3.22604927607552,0.00293550334230035,-0.00301801699679198,0.000988802584790906,0.00113517377033112,0.00293550334230035
2460644.63207592,0.008223620544676152,0.0017558513155247213,1.56279870017482,0.00198881380097957,3.2349838773433,0.00397762760195913,-0.00479568430952271,0.00135140639132009,0.00166756502445176,0.00397762760195913
2460636.62290383,0.000753891679573946,0.004005837221388823,1.55796849540493,0.00197730044333724,3.20739089214048,0.00395460088667448,-0.00376605122311401,0.00137915643851074,-0.00122756605934793,0.00395460088667448
2460663.55807919,-0.005861333276887977,0.004196208915149867,1.53920015476017,0.00194541646576868,3.22252963571364,0.00389083293153736,-0.00321163235415098,0.00133506431441679,-0.00475932600744611,0.00389083293153736
2460616.63506655,-0.007882606038322349,0.0024883334088088844,1.54992049856686,0.00179707704104644,3.1916713807875,0.00359415408209289,-0.00367353436790729,0.00126159602390379,-0.000873556139646015,0.00359415408209289
2460934.82730885,0.010794282855957064,0.0011228220332903994,1.56789940415563,0.0015178363557223,3.2069223755521,0.0030356727114446,-0.0036022543594391,0.00105232440120235,-0.00439173539557669,0.0030356727114446
2460648.65650582,0.0017258183300215882,0.0023382754915684035,1.55813479304847,0.0015371699731038,3.20032467408977,0.0030743399462076,-0.00375561569851797,0.00107097807536376,0.00651455417028957,0.0030743399462076
2460671.6203552,0.013557674768085452,0.004729555981869299,1.56665974031277,0.00196663777368771,3.19027310921917,0.00393327554737542,-0.00308483068986333,0.00138363733312379,-0.00061399235598314,0.00393327554737542
2460607.70620917,0.008088231570648004,0.002686878429511872,1.56635715336204,0.00152803385804928,3.2364887724813,0.00305606771609857,-0.00300235928116753,0.00104165561445545,-0.0041414822896173,0.00305606771609857
2460877.8991781,0.002428014570009927,0.0025532492436125404,1.56277914667964,0.00170311083306789,3.19977398840648,0.00340622166613578,-0.00256337287608093,0.00118841606261227,0.00297435616559261,0.00340622166613578
2460612.71435145,0.00437055502397272,0.0016773316713910033,1.57776818679164,0.00177020114318213,3.20022852143637,0.00354040228636426,-0.00173317029877817,0.00123194064308269,-0.000781509468998465,0.00354040228636426
2460707.55520634,-0.014171271221274725,0.0022646584900149714,1.54443141361558,0.00266967340815841,3.19871514258411,0.00533934681631681,-0.00463334287602896,0.00185261328254169,-5.08610333502801e-05,0.00533934681631681
2460614.65551358,0.006204618624290434,0.00451014073144855,1.53624495822497,0.00355035771394821,3.21550391649384,0.00710071542789643,-0.00605124933545597,0.00244889472596567,0.0126945076094083,0.00710071542789643
2460652.57783642,0.008266818041178348,0.0046390187546071545,1.55446840293768,0.00238219688627418,3.20414435364202,0.00476439377254836,-0.00319396425776725,0.00165809736051685,-0.00301289053950482,0.00476439377254836
2460640.55950272,-0.009822328545105957,0.011191760849993269,1.5581906446502,0.00339609867622476,3.20711282913012,0.00679219735244953,-0.000819994330976305,0.00235518872773778,0.00259005286136715,0.00679219735244953
2460640.62065774,-0.010772588503871413,0.012042392751041412,1.57351965879306,0.00569558079986075,3.20528646509275,0.0113911615997215,-0.00477310173125301,0.00386468490915683,-0.00445935302050948,0.0113911615997215
2460621.60028205,-0.006041897818428637,0.002531844900584977,1.55001061167591,0.00184496380846692,3.1989506320828,0.00368992761693384,-0.00386794519393186,0.00128435685744498,0.00607875718998963,0.00368992761693384
2460589.69396857,-0.0027505727743782505,0.0016484054851007431,1.54817765233702,0.00179646553077509,3.22270752845184,0.00359293106155018,-0.00412000722476381,0.00123300472092073,-0.00428925598029917,0.00359293106155018
2460587.70076486,0.01830512706722197,0.0022364282026268354,1.57830778361522,0.0017112750874708,3.20473480949202,0.00342255017494159,-0.00132998094934766,0.00118956466296238,-0.00853628448554011,0.00342255017494159
2460890.81461626,0.0026881836741917435,0.0034875228062238423,1.56160767171626,0.0021935662061045,3.19679630686004,0.004387132412209,-0.00261528834178058,0.00152736823785353,0.00466163246143059,0.004387132412209
2460933.72939331,-0.007255068332693949,0.006639208554747984,1.55627526410224,0.00309652898498787,3.20151551983983,0.00619305796997573,-0.00399287107155618,0.0021522639556838,0.00231945163024605,0.00619305796997573
2460646.6749141,-0.003927353564325125,0.0019722515508947894,1.56573411074273,0.00226352605163762,3.19693972368074,0.00452705210327523,-0.00373377103388877,0.00158207108592956,-0.00123494766115817,0.00452705210327523
2460881.90402164,-0.0025998928961646537,0.003899706371760606,1.54638429330244,0.00203980716679448,3.21923749486418,0.00407961433358895,-0.00386216319621874,0.00140637289054011,-0.000924469975570164,0.00407961433358895
2460879.86585801,0.02020321080693464,0.0022628081273062244,1.57845181346642,0.00195140284516045,3.21131295850548,0.0039028056903209,-0.00169621031430065,0.00133759267745201,-0.00326208819709106,0.0039028056903209
2460638.55920798,-0.00033985162043753214,0.003908455624600701,1.55858612103878,0.00174078958151079,3.24136929513874,0.00348157916302158,-0.0034268437208355,0.00118032616245168,-0.00175571650543915,0.00348157916302158
2460680.60411224,0.012663569001215621,0.003430029648869468,1.58405986372124,0.00194542316838808,3.21162143382664,0.00389084633677616,-0.00170463755122301,0.00134486102847625,-0.00323030968640925,0.00389084633677616
2460594.7807935,0.016578801015563298,0.004306018290869691,1.57680055248152,0.00180848128673129,3.21323014143866,0.00361696257346259,-0.00122879880715589,0.00124477540178683,-0.0100537606919882,0.00361696257346259
2460623.57564853,0.006196805344107294,0.0036176612217477095,1.56598431345512,0.001826883474104,3.18922358810867,0.00365376694820801,-0.00113946325248019,0.00127902046665634,0.00247469636661846,0.00365376694820801
2460920.75425083,0.0031921479654469977,0.004823954227078491,1.56882305762887,0.00201856635225494,3.21056705457735,0.00403713270450989,-0.00330261744945819,0.0013838350856603,-0.00470407320951183,0.00403713270450989
2460634.56036217,0.0013188412276305423,0.0023276145414067003,1.5539488538918,0.00173570853568863,3.20065256837715,0.00347141707137726,-0.00320382137260646,0.00121144479384326,0.00712204037672293,0.00347141707137726
2460669.57258621,-0.006266614930059334,0.0051740426734127294,1.54483598226778,0.00182242345880485,3.2230235002767,0.0036448469176097,-0.00438617899514018,0.00124975043602705,-0.000360383242867801,0.0036448469176097
2460666.62970236,-0.00039150075675544295,0.0025576701246401877,1.54868979072392,0.00194247092355235,3.21474209015489,0.0038849418471047,-0.00460072219895421,0.00134391892406067,-0.000749844310701464,0.0038849418471047
2460880.86464896,0.006182101701914915,0.0035477988730608116,1.56371052345687,0.00185021961816262,3.20731208075062,0.00370043923632524,-0.00320361590344883,0.00127520744229414,-0.00522615934654969,0.00370043923632524
2460650.54084779,0.02069019044968235,0.008163488720695127,1.57283248073751,0.00341474171616863,3.21920514449312,0.00682948343233726,-0.000923441870239456,0.00232295423026398,-0.00220790913409785,0.00682948343233726
2460676.56027529,-0.010971850618455868,0.0025060150742575896,1.54580106791918,0.00158877078092321,3.20662601412077,0.00317754156184641,-0.00388775989574942,0.00109225414172512,0.00469532436832565,0.00317754156184641
2460872.88048528,-0.005026196815865237,0.0044544665667755525,1.56247877001817,0.00211465039159783,3.2079398612277,0.00422930078319567,-0.00338367297290352,0.00146055442832432,-0.00490137410525415,0.00422930078319567
2460701.55669414,-0.017075986094198574,0.007505944110881992,1.53994160451689,0.00199164228099851,3.20191595909615,0.00398328456199703,-0.00438155075959266,0.0013823665303706,0.00738236864252162,0.00398328456199703
2460950.6966869,-0.004768793574356575,0.006497684983559279,1.56132348520166,0.00239354253842827,3.20788575140051,0.00478708507685655,-0.00133378814799545,0.00166423871309763,-0.0082636922107957,0.00478708507685655
