BJD FluxNorm FluxNormErr Airmass FWHM_TL SkyBg
2460981.55421296 1.0049986 0.05927328 1.97198 2.5035 36241.883
2460981.55445602 1.0268086 0.05965986 1.98072 2.5598 36064.24
2460981.55460648 1.026301 0.05987258 1.97803 2.5966 36036.375
2460981.55475694 0.9550829 0.05815838 1.97548 2.597 36012.742
2460981.55490741 0.98163056 0.05886734 1.97292 2.4375 35953.52
2460981.55505787 0.9946555 0.05923329 1.97038 2.6182 35864.56
2460981.55520833 1.0636648 0.0594953 1.96784 2.6619 35858.09
2460981.55534722 0.99778134 0.05895742 1.96532 2.6262 35863.96
2460981.55549768 1.0584741 0.05941159 1.9628 2.5142 35789.496
2460981.55564815 0.95593506 0.05757176 1.96029 2.5602 35713.73
2460981.55579861 0.99442154 0.05811822 1.95779 2.4909 35722.87
2460981.5559375 1.0354257 0.05853206 1.95528 2.5845 35675.426
2460981.55608796 1.0161481 0.05860646 1.9528 2.5136 35685.402
2460981.55623843 0.94111186 0.05739436 1.95033 2.5657 35629.836
2460981.55638889 1.0034237 0.05800434 1.94785 2.5188 35567.867
2460981.55652778 0.97444934 0.056619 1.94541 2.4512 35517.312
2460981.55667824 0.9920959 0.05753935 1.94291 2.542 35499.832
2460981.5568287 0.995179 0.05763189 1.94048 2.5183 35506.375
2460981.55697917 1.0200058 0.05745703 1.93805 2.4652 35417.965
2460981.55712963 1.054359 0.05795516 1.93562 2.4609 35363.49
2460981.55728009 1.0228497 0.0566165 1.93321 2.6198 35260.918
2460981.55741898 1.0074186 0.05696698 1.9308 2.5245 35287.14
2460981.55756944 1.0282935 0.05681818 1.92839 2.4925 35169.69
2460981.55771991 1.004837 0.05684873 1.92599 2.5956 35161.246
2460981.55787037 1.0218315 0.05685245 1.9236 2.4963 35093.363
2460981.55800926 0.99827605 0.05605366 1.92122 2.5413 35049.25
2460981.55815972 1.0105311 0.05619174 1.91886 2.5837 35006.61
2460981.55831019 1.0276366 0.05575643 1.91651 2.59 34920.848
2460981.55846065 0.9608608 0.05487483 1.91416 2.5608 34910.797
2460981.55861111 1.0209714 0.05594071 1.91179 2.5849 34867.855
2460981.55875 1.0542033 0.05575047 1.90945 2.5258 34790.582
2460981.55890046 0.973829 0.05465195 1.90709 2.4491 34862.664
2460981.55905093 1.0004618 0.05546602 1.90475 2.5468 34852.76
2460981.55920139 0.99788857 0.0554691 1.90244 2.4957 34875.535
2460981.55935185 1.0319889 0.05551859 1.90012 2.4499 34829.387
2460981.55949074 0.97335297 0.05480095 1.89782 2.5432 34951.977
2460981.5596412 1.0021476 0.05458453 1.89553 2.2355 34853.242
2460981.55979167 1.0318629 0.05543194 1.89324 2.5111 34902.54
2460981.55994213 1.0583363 0.0558441 1.89095 2.5682 34916.19
2460981.56008102 1.0199814 0.0552142 1.88868 2.546 34966.5
2460981.56023148 0.94663113 0.05428849 1.88642 2.6555 34966.08
2460981.56038194 1.0220605 0.05474103 1.88416 2.475 35017.973
2460981.56053241 1.0417625 0.05491817 1.88193 2.6412 34973.227
2460981.56068287 1.0002598 0.05413244 1.87968 2.6819 34954.574
2460981.56082176 0.9986459 0.05434943 1.87744 2.6081 34933.81
2460981.56097222 0.9769342 0.05371167 1.87522 2.5097 34948.887
2460981.56112269 1.0265146 0.05447968 1.87296 2.6912 34878.336
2460981.56127315 1.0383855 0.05429525 1.87074 2.5724 34831.242
2460981.56142361 1.0487851 0.05421318 1.86853 2.5001 34782.695
2460981.5615625 1.0037297 0.05357154 1.86632 2.5998 34728.445
2460981.56171296 1.018467 0.05337994 1.86413 2.5582 34656.973
2460981.56186343 0.9999923 0.05341949 1.86195 2.7004 34587.844
2460981.56201389 1.0366517 0.05396669 1.85976 2.5583 34552.613
2460981.56215278 0.9833767 0.05258042 1.85758 2.625 34406.45
2460981.56230324 1.0178998 0.05283785 1.85542 2.5544 34328.56
