2460941.0814649998 1.0239055222 0.0038486639 1.5994850000 -0.0798720000 0.0063795364 1206.8250900000 799.0654560000
2460941.0817320002 1.0186041106 0.0038486639 1.5987170000 -0.0796049996 0.0063369560 1206.6751200000 799.0301910000
2460941.0819859998 1.0172184128 0.0038486639 1.5979850000 -0.0793510000 0.0062965812 1206.5211450000 799.2059970000
2460941.0822410001 1.0241737218 0.0038486639 1.5972540000 -0.0790959997 0.0062561772 1206.0068140000 799.3583070000
2460941.0825069998 1.0202580080 0.0038486639 1.5964920000 -0.0788300000 0.0062141689 1206.7319730000 799.0817440000
2460941.0827620002 1.0218672054 0.0038486639 1.5957660000 -0.0785749997 0.0061740306 1207.0037250000 798.7648620000
2460941.0830160002 1.0203563478 0.0038486639 1.5950410000 -0.0783209996 0.0061341790 1206.9050640000 798.9930050000
2460941.0832830002 1.0150996361 0.0038486639 1.5942840000 -0.0780539997 0.0060924269 1206.4552190000 798.9923100000
2460941.0835370002 1.0117829014 0.0038486639 1.5935630000 -0.0777999996 0.0060528399 1205.7643970000 799.4513640000
2460941.0837920001 1.0185415307 0.0038486639 1.5928440000 -0.0775449998 0.0060132270 1206.6390210000 798.7662580000
2460941.0840579998 1.0161366745 0.0038486639 1.5920930000 -0.0772790001 0.0059720439 1206.5382860000 799.0169000000
2460941.0843130001 1.0232797232 0.0038486639 1.5913780000 -0.0770239998 0.0059326965 1206.5818470000 798.6929490000
2460941.0845670002 1.0202490680 0.0038486639 1.5906640000 -0.0767699997 0.0058936329 1206.3009610000 799.5626910000
2460941.0848329999 1.0106296432 0.0038486639 1.5899190000 -0.0765040000 0.0058528620 1206.0032420000 799.2888280000
2460941.0850880002 1.0152605559 0.0038486639 1.5892090000 -0.0762489997 0.0058139100 1206.2031420000 799.5568460000
2460941.0853539999 1.0177011720 0.0038486639 1.5884680000 -0.0759830000 0.0057734163 1206.2501900000 799.7939360000
2460941.0856090002 1.0155734554 0.0038486639 1.5877620000 -0.0757279997 0.0057347299 1206.0885900000 799.9578450000
2460941.0858629998 1.0188276103 0.0038486639 1.5870570000 -0.0754740001 0.0056963247 1205.9832880000 799.5304790000
2460941.0861300002 1.0187560904 0.0038486639 1.5863220000 -0.0752069997 0.0056560928 1206.1795850000 799.5561510000
2460941.0863839998 1.0159757548 0.0038486639 1.5856210000 -0.0749530001 0.0056179522 1205.8778560000 799.6030970000
2460941.0866390001 1.0196679689 0.0038486639 1.5849210000 -0.0746979997 0.0055797912 1206.0984550000 799.5276540000
2460941.0869049998 1.0191941497 0.0038486639 1.5841920000 -0.0744320001 0.0055401226 1206.5054360000 799.2288790000
2460941.0871600001 1.0144470172 0.0038486639 1.5834960000 -0.0741769997 0.0055022273 1206.2752240000 799.1931030000
2460941.0874140002 1.0168697533 0.0038486639 1.5828030000 -0.0739229997 0.0054646099 1206.0838550000 799.2405480000
2460941.0876810001 1.0282771753 0.0038486639 1.5820790000 -0.0736559997 0.0054252063 1206.5356870000 799.0327700000
2460941.0879350002 1.0137586383 0.0038486639 1.5813890000 -0.0734019997 0.0053878536 1207.1228640000 799.3357930000
2460941.0881900000 1.0052388317 0.0038486639 1.5807000000 -0.0731469998 0.0053504836 1207.0314620000 799.2583990000
2460941.0884560002 1.0192567296 0.0038486639 1.5799820000 -0.0728809997 0.0053116401 1206.8044000000 798.8070690000
2460941.0887110000 1.0190064100 0.0038486639 1.5792970000 -0.0726259998 0.0052745358 1206.8033730000 799.0592240000
2460941.0892309998 1.0097982245 0.0038486639 1.5779020000 -0.0721060000 0.0051992752 1205.6769580000 798.9045930000
2460941.0894860001 1.0206692473 0.0038486639 1.5772230000 -0.0718509997 0.0051625662 1205.8946630000 798.7893810000
2460941.0897519998 1.0182733311 0.0038486639 1.5765140000 -0.0715850000 0.0051244122 1205.5824380000 798.7288290000
2460941.0900070001 1.0167535335 0.0038486639 1.5758380000 -0.0713299997 0.0050879689 1205.0623840000 798.9193250000
2460941.0902620000 1.0162439543 0.0038486639 1.5751640000 -0.0710749999 0.0050516556 1205.0122020000 798.8182610000
2460941.0905160001 1.0162797143 0.0038486639 1.5744920000 -0.0708209998 0.0050156140 1204.4536100000 798.6322260000
2460941.0907820002 1.0222426849 0.0038486639 1.5737910000 -0.0705549996 0.0049780080 1203.9681020000 798.6744320000
2460941.0910370001 1.0229578837 0.0038486639 1.5731220000 -0.0702999998 0.0049420900 1204.4575720000 798.5636640000
